"Story","Title","Result","Date","Stability","Duration (s)"
"Best Buy Application","Product CRUD Test","ERROR","2023-01-11T19:35:26.936Z[Europe/London]","0.0","12.74"
"Best Buy Application","Store CRUD Test","ERROR","2023-01-11T19:35:40.658Z[Europe/London]","0.0","8.28"
